callsign,latitude,longitude
RMTR00,55.03682,-1.70989
HBAL188,40.47033,-117.70409
HBAL186,38.99960,-119.20276
HBAL117,39.07603,-120.82895
CONTROL,42.68451,23.40988
HBAL015,39.16091,-111.23120
HBAL074,-2.82001,-41.98472
00000000,44.57016,26.07757
TTN,45.45953,9.27440
TTS,45.43618,9.28201
SWP1,25.27158,55.34711
ERADUBA,43.55808,-6.02827
ERADUBB,43.55808,-6.02827
KUSARC2,40.97215,28.81527
YOLSUPUR,40.98273,28.82755
FREN2,40.97190,28.81528
INDRAMK1,14.74951,-17.48737
LIBRE,-33.39217,-70.79402
FAUNA1,40.47252,-3.55718
FREN1,40.97193,28.81530
ECO1,-33.39105,-70.79004
1EEJ911,-31.93778,115.95891
00000000,44.50085,26.06722
ESC725,45.45031,-73.74757
AFR990,-26.10151,28.26772
ORION1,47.45345,8.56175
AMBI,22.65445,88.44401
HBAL264,-8.54061,-78.98441
MT1,-26.13008,28.23547
ELC4,25.25958,55.35531
FUEL954,58.88418,5.62928
ELEC10,25.27142,55.34613
FUEL911,58.88351,5.61788
AP12,-37.00507,174.80382
F02,41.30117,2.07819
DMGR,31.99188,34.89901
FOLOWME3,13.20178,77.70843
DTD2TEG,8.98061,38.78770
HERON1,46.23812,6.11364
BRD2,32.01009,34.88134
NAVETTE3,46.23220,6.10826
YELLOW3,46.23708,6.11163
DAL476,41.29304,2.08420
V7,52.31175,4.80320
SASTAU1,58.88354,5.62923
TJ08,47.45337,8.55706
MEISTRAS,54.62539,25.27972
FDX96,35.05528,-89.95653
AIR21,25.23568,55.39809
PAPA8,40.49384,-3.58687
DAL55,31.37018,-76.96989
SER354,45.45867,-73.75819
BAW27,22.37526,114.30350
HAUKKA1,60.31598,24.90601
AAL125,21.41899,113.34570
EVA005,30.25706,128.41977
N,45.80121,4.92153
THY24,23.82687,106.99087
TE13,47.46083,8.55728
A6EDW,25.23585,55.39812
ETD182,24.53540,54.53908
MAGELAN4,46.22887,6.10260
FM1,32.00510,34.87463
RA23030,43.44474,39.93543
8Z151,-4.38829,15.44618
TU012,47.45423,8.55557
UAE179,48.43359,43.37247
F10,41.29316,2.08024
MAS1,9.17282,95.95594
EVA029,29.32915,127.05659
UAE222,26.05096,55.92984
CAM134,45.46508,-73.75939
AAR221,37.19710,126.56674
CSN399,40.83576,-74.09329
UAL49,50.61974,-66.49497
FDX28,37.71661,-122.22140
DAAOPS2,53.42366,-6.24204
YELLOW7,46.22972,6.10200
KAL082,37.10156,124.03944
UAL83,43.10889,-73.72829
00000000,48.11799,16.56617
N688ZJ,51.27774,-0.78157
CQH8533,15.93773,108.56989
AIRPORT1,46.22893,6.10397
KAL018,36.96401,127.63379
AIC174,39.59836,65.75024
CPA831,40.34007,114.08209
CLX128,49.61758,6.20140
UAL895,47.83734,115.26323
AIC144,24.82004,75.04578
SIA52,53.36184,-2.28055
AIC126,31.19326,74.73659
SIA31,14.36625,123.06451
CES590,31.15762,121.80895
VPBCB,55.97878,37.39635
AIB244TE,53.53864,9.82250
UAE409,23.85072,57.46297
ACA43,51.36060,-71.31934
CPA3123,22.30235,113.92634
UAL179,38.01883,114.72929
CRK350,22.31384,113.91264
SQB02ERA,31.52505,74.39966
BAW33,2.74665,101.71623
AFR274,37.55576,139.74136
CRK081,25.46232,113.77665
CAL5173,26.69412,123.47386
QTR914,-34.93928,138.54175
F08,41.29039,2.07175
ACA031,40.36666,116.04908
GIA088,52.21955,4.42655
FDX41,35.06113,-89.95818
P14,40.50953,-3.57926
AIC102,31.42845,71.95049
CES586,33.36612,123.36658
CES768,36.64856,120.66965
A6EOT,25.23915,55.40048
AAR201,37.36523,126.54556
LIGHT,42.69213,23.41999
FDX12,37.71889,-122.21667
CHH496,40.25317,116.77258
CSN432,40.02566,122.53164
TUG2,25.26221,55.36412
AFR393,47.55055,-0.79841
VJT726,42.90180,-73.70185
DLH778,1.92160,104.17748
CCA967,45.97952,9.99903
CCA880,44.79611,124.57613
SIA319,3.13559,101.11323
UAE415,19.49153,69.55516
JAS27,41.94244,-72.67627
TAM8063,-23.02581,-46.27874
CSN330,26.52148,113.71678
SIA325,1.37640,103.98904
AZA680,-27.37743,-50.46088
CPA879,27.66632,129.15175
AFR460,-19.11919,56.61340
DLH510,-24.71873,-52.62513
UAL198,33.40537,129.85425
AAR211,37.20944,126.84916
CKK222,33.55555,130.19910
CPA807,51.01904,117.03528
FWZNF,43.62062,1.36414
DAL159,41.23844,123.89108
AZA688,-23.20331,-55.29803
CES208,47.99345,126.63729
DLH506,-23.47284,-46.66293
UAL853,40.74215,111.92796
DLH511,45.96671,5.94566
ARG1140,4.94142,-23.12959
CES582,31.14345,121.79827
DLH455,52.87953,3.27354
UAL123,54.21666,-16.75598
THA917,13.87317,100.80879
DAL185,33.85533,131.15540
AFR102,24.21304,108.11447
RANGER4,42.68914,23.39983
OH4,52.29919,4.75384
BAW59,-33.96711,18.59734
BAW2063,-20.27069,57.17133
CAL5235,29.57850,127.45493
CHH7962,51.75319,127.66739
CES588,56.12342,128.05261
UPS2,22.30093,113.92045
FDX1977,40.24493,-74.35095
SWR92,-21.74986,-42.59340
UAL857,32.63397,127.82126
DLH520,24.15731,-98.08858
DLH730,22.30709,113.92305
CCA818,52.91639,136.52458
CPA3281,22.16624,115.03310
UAE208,33.65771,48.77913
PAL101,14.99657,121.89567
CMP362,20.87238,-97.52956
MSR986,35.60376,26.63846
SWR138,21.54680,113.62720
VIR206,22.34042,113.98945
EVA068,14.26785,100.60583
BAW251,-18.49050,-56.24096
BAW15,13.70633,98.41351
BAW245,-20.35103,-50.41670
FIN81,1.44217,104.01723
CES710,38.33707,112.48035
ZEBRA7,47.45550,8.56199
AMX004,25.74536,-97.53260
SWR178,3.99553,100.64414
CCA982,58.52226,130.25513
IBE6051,-26.15186,28.25005
UAL871,32.24974,132.15933
SIA321,12.60324,98.99477
FMS,52.37068,13.52133
CPA254,22.31319,113.58485
SHT7J,51.70473,-0.48218
AIC191,59.33371,-36.94284
AIC103,66.60252,-62.64697
KLM394,51.63290,4.08068
ETH684,31.15316,121.81174
SVA038,26.66347,36.24726
CSN336,16.23346,117.89536
CHH498,50.28886,127.36797
UAL869,47.02845,115.20215
DAL469,45.43181,-70.27071
AEA039,5.23714,-79.63938
ACA82,32.07165,34.75643
TAM8085,-21.12305,-45.46997
ANA111,52.89010,147.71478
KLM592,52.31503,4.77391
UAL194,48.33156,11.50095
FDX5170,52.01216,17.85889
AFL2450,49.51360,4.20740
FOLLOW1,50.11015,14.26855
CCA988,45.81601,126.90053
THY1RD,45.70261,19.28210
CHH482,58.56637,130.56747
KAL020,37.16638,125.14860
SVA020,27.42569,30.75147
ANZ99,35.71734,140.44145
CPA837,34.69263,137.00484
TAM8101,-23.17040,-46.44938
SWR93,44.10312,6.36390
ROU1955,35.66006,137.98164
VHTGG,-36.96201,146.68163
AMX022,21.36031,-97.04580
AMX008,24.61029,-97.93167
BAW247,-11.56961,-38.28716
JBU894,40.68653,-74.18520
CHH7976,56.28337,128.20404
SAS940,59.65564,17.93555
JAL17,35.77446,140.39238
IBE6833,-14.00578,-52.55357
MDG058,-18.82265,47.14778
DLH507,49.03240,9.03315
AFR228,-17.91554,-48.66278
SAS97C,41.69357,2.78928
CES570,31.04636,121.82427
IBE2882,52.16968,6.00418
AMX097,39.39618,-114.93298
FDX5030,54.34960,25.11100
ELY027,45.08345,-70.64628
AMX026,23.48993,-98.31818
AIC127,72.81082,-63.59350
QTR8163,25.79217,-98.26509
AFR188,25.44438,107.95218
BOX571,51.88261,16.36221
AFR442,-19.82948,-43.47560
CCA986,44.86098,124.58254
BAW161,30.84332,121.78372
MPH8341,-24.98468,27.07534
AFR454,-18.05133,-45.37201
TOM45X,41.76846,18.72663
AIC101,59.10127,-39.02124
CLX766,-16.83586,-44.72895
CSN304,24.85391,113.74120
SAA210,5.67993,-1.11952
CES2856,51.40659,134.81235
QFA10,-27.05415,118.05582
IBE6409,21.96249,-93.70149
AAL722,53.42413,-6.24155
DAL420,5.61214,-0.16645
KAL072,37.59444,123.11881
UAL990,49.97617,0.95856
AFR406,-15.86664,-48.03324
UAL970,45.83766,3.80877
VPCWW,32.21132,-14.58951
AAR271,37.57791,137.31764
UAL955,66.87405,-100.28648
RYR3717,47.43323,19.25467
ELY006,57.05652,10.34939
UAE425,23.59426,57.82115
KAL122,35.74068,128.64052
AEA041,-22.32590,-46.58559
ELY001,45.42870,-68.01479
IBE6314,41.39295,-9.25694
AAL904,25.71294,-80.49848
SVA042,49.22873,-2.88997
UAL952,48.35396,11.79462
LAN704,25.56519,-19.10595
AIC173,54.81010,173.53964
AFR083,51.49441,-2.14745
IBE6586,40.09081,-4.00458
AAL834,27.97692,-82.53884
UAE761,-25.75475,28.77107
CSN660,46.78981,130.28210
FDX14,35.06494,-89.98022
JAL772,35.76853,140.39247
AEA075,-2.14122,-72.59831
AEA024,34.51666,-10.27283
CFG059,56.12720,-10.57039
RYR8BY,51.14886,-0.20490
AFR065,52.03592,-1.15395
IBS3932,40.49464,-3.58752
THY60,5.60829,100.05784
PAL721,33.70303,114.03671
UAE440,-26.33739,117.19636
AEA025,-10.81711,-54.94123
THY52,37.11456,124.94130
ETD76T,24.42890,54.64865
AUA82,56.66488,6.12541
ACA093,36.98639,-78.10081
AAL786,49.00570,2.56162
AFR459,43.53333,-1.71661
AEA057,-19.57377,-44.45902
THY26,31.64993,119.01385
THY72,23.09703,113.20806
T7SKA,53.24927,-2.79429
UAE231,58.99597,-39.83271
N866AB,47.07930,-9.09055
THY70,23.66698,111.37991
UAE356,-3.56858,106.12865
DLH457,53.83008,-0.19336
QTR890,31.65031,118.36401
CPA110,22.31297,113.93305
FDX108,35.06163,-89.98149
IBE6827,-18.34158,-43.02116
UAE414,-25.02518,114.11079
LPE2485,0.02359,-64.55618
GES031,40.27579,-3.42798
BAW282,55.94673,-8.96035
DLH481,49.13677,10.24858
VIR8E,55.73024,-7.01941
RKS32,40.01477,144.51196
EDW15J,47.83010,6.75800
MSR958,23.39965,113.28964
AAL187,58.92146,147.23651
HAL451,-29.22640,157.08479
FDX855,35.06223,-89.98366
FDX601,35.06450,-89.98335
PAPA3,40.49855,-3.58134
N152QS,45.52078,-104.55293
JBU464,40.64541,-73.77188
UAE318,35.67952,140.62808
TSC692,37.93155,23.94596
VIR44B,51.27696,-0.82047
FDX619,35.06553,-89.97462
THY800,26.66069,-48.34509
FOLOWME2,19.09156,72.87206
TAP087,-20.74396,-46.56960
ANA109,62.90119,163.31947
UAE408,-22.36497,109.91673
CPA823,64.80596,95.08865
AAL215,-10.33827,-58.73154
SWR197,51.60068,18.81713
JBU1124,40.64550,-73.77430
FDX583,35.06109,-89.97451
KV3,52.31775,4.74106
THY38R,-25.92843,28.68641
QTR740,67.83816,-51.99960
UAL972,50.93327,3.94447
BAW166,46.08476,19.30418
NAX7088,64.70608,5.86819
SIA298,-2.79565,111.83661
KLM792,44.56934,-5.95452
TJS29,46.22526,6.08957
TCX2735,53.36451,-3.50415
THY84,23.55622,109.91044
UAE221,72.60435,-42.19635
QTR1369,-28.07998,22.62370
AAL742,41.29134,2.08260
UAE219,59.05215,-32.60086
DAL106,51.48042,-0.56921
JAL69,36.65772,155.02138
ACA007,43.89401,122.84245
UAE203,59.26966,-35.64059
LAN533,-22.57186,-74.79678
THY173,41.39287,34.59476
SVA860,13.95240,119.22894
ETD474,-6.13092,106.64796
AAL720,41.79644,12.24109
KAL138,34.91353,129.21255
CSN461,55.47016,30.22202
THY54,10.79696,99.93419
DAL64,41.79809,12.24588
RYR3GB,44.50804,16.62663
KLM214,52.31480,4.76883
KLM749,51.48720,-1.22119
TSC154,50.90271,4.49518
DAL583,57.43679,144.76106
ETD424,14.08503,120.94208
QTR778,44.48239,15.93721
LNE1441,6.88629,-67.35368
N194WM,51.10369,14.51355
DAL2040,40.63955,-73.78067
UAE213,35.94576,-20.88707
IBE6456,35.90469,-15.46206
SAY9858,58.93987,45.66348
AIC160,52.37830,17.73766
CPA3273,32.85686,132.52011
THY56,11.06393,99.80188
DAL110,27.75282,-80.59935
ELY002,36.93576,23.91192
QTR956,-5.64129,106.68383
QTR727,59.71363,-32.00228
QTR1373,-21.04478,19.83363
QTR756,46.74757,16.39153
QTR703,59.68051,-28.11404
QTR900,-18.62498,102.36650
BAW2278,57.21806,-13.31398
AFR483,40.09296,-34.20127
QTR870,31.13274,121.33334
TAM8113,-18.08734,-50.23523
BAW190,51.33771,-1.30341
CSN3074,21.07050,113.99848
CAL5321,31.09615,129.67740
AAL996,23.24840,-90.74229
BAW92W,51.46795,-0.47350
VIR86Z,56.37127,-4.98779
THY166,21.00719,102.72550
TSC652,49.51184,-3.44778
ETH604,41.59835,104.97298
FDX82,35.06665,-89.98382
ANA115,41.63196,141.79536
TSC408,50.79571,0.03242
KAL054,37.12718,127.14758
RYR6CE,41.93309,0.35016
DAL589,49.53928,132.88318
OAE702,48.42811,19.98420
AIC171,51.46532,-0.26820
LAN507,-33.39598,-70.78777
AZA62J,50.09182,-27.33390
CLX779,50.94714,2.89238
ACA091,39.30922,-77.11768
CBJ462,11.90634,121.39974
AFR099,49.00264,2.58989
DAL414,39.25243,15.82458
KLM771,51.20810,-1.64676
SVA822,-1.54688,105.46372
UAE332,13.85986,120.03706
KAL504,43.35006,116.74430
JAL1,36.77010,156.14011
EDW11,52.30705,-1.38542
QTR930,13.90255,111.83880
JBU1415,37.61389,-122.38948
QTR806,37.45193,129.27098
TCX2719,58.74257,-7.86160
UAE316,36.89189,130.41722
QTR962,-2.73280,108.95123
AAL56,51.46513,-0.38378
UAE216,74.81955,3.93112
AAL984,25.69344,-80.24824
N151QS,42.68578,-1.56424
KLM676,52.31430,4.77531
QTR946,1.11507,104.01106
AAL912,22.80883,-78.99149
KLM751,46.19434,-28.77500
N805TM,23.73806,120.42524
CAR12,-31.94843,115.95973
SIA328,39.09696,43.71077
QTR932,14.11187,117.89818
OMA844,23.60579,58.27763
XAX215,2.38129,101.92477
THY2,43.79607,19.50910
DAL146,25.60217,-79.70495
TAP075,-15.13797,-41.90518
AAL2491,25.79787,-80.27470
CFG115,47.98130,-8.89308
QTR730,60.55925,1.37594
