callsign,latitude,longitude
RMTR00,55.03682,-1.70989
HBAL188,40.47162,-117.70361
HBAL186,39.00016,-119.20038
HBAL117,39.07576,-120.82745
CONTROL,42.68450,23.40989
HBAL015,39.16314,-111.23322
HBAL074,-2.82275,-41.98453
00000000,44.57016,26.07757
TTN,45.45953,9.27440
TTS,45.43618,9.28201
SWP1,25.27158,55.34711
ERADUBA,43.55808,-6.02827
ERADUBB,43.55808,-6.02827
KUSARC2,40.97215,28.81527
YOLSUPUR,40.98273,28.82755
FREN2,40.97190,28.81528
INDRAMK1,14.74951,-17.48737
LIBRE,-33.39217,-70.79401
FAUNA1,40.47251,-3.55719
FREN1,40.97193,28.81529
ECO1,-33.39105,-70.79004
1EEJ911,-31.93778,115.95891
00000000,44.50085,26.06722
ESC725,45.45069,-73.74697
AFR990,-26.08145,28.27390
ORION1,47.45345,8.56175
AMBI,22.65445,88.44402
HBAL264,-8.54398,-78.98457
F12,41.30558,2.08814
MT1,-26.13008,28.23547
ELC4,25.25980,55.35531
FUEL954,58.88382,5.63064
ELEC10,25.27142,55.34613
FUEL911,58.88351,5.61790
AP12,-37.00507,174.80382
F02,41.30117,2.07819
DMGR,31.98967,34.89899
FOLOWME3,13.20258,77.70921
DTD2TEG,8.98060,38.78770
HERON1,46.23812,6.11364
BRD2,32.00908,34.87983
NAVETTE3,46.23220,6.10826
YELLOW3,46.23708,6.11164
DAL476,41.29499,2.08302
V7,52.31383,4.80572
SASTAU1,58.88493,5.62823
TJ08,47.45337,8.55706
MEISTRAS,54.62983,25.28279
FDX96,35.05528,-89.95654
AIR21,25.23568,55.39808
PAPA8,40.49575,-3.58733
DAL55,31.35287,-76.91674
BAW27,22.35553,114.32503
HAUKKA1,60.31598,24.90601
AAL125,21.45859,113.32927
EVA005,30.29420,128.47487
N,45.82864,4.92469
THY24,23.83035,106.91076
TE13,47.46083,8.55728
A6EDW,25.23585,55.39812
ETD182,24.55281,54.51473
MAGELAN4,46.22887,6.10260
FM1,32.00507,34.87450
RA23030,43.44474,39.93543
8Z151,-4.38829,15.44619
TU012,47.45423,8.55557
UAE179,48.37070,43.44255
F10,41.29316,2.08024
MAS1,9.21156,95.91934
EVA029,29.37283,127.12222
UAE222,26.09464,55.94834
00000000,48.10723,16.57222
CAM134,45.46508,-73.75941
AAR221,37.18802,126.53127
CSN399,40.86122,-74.16895
UAL49,50.65610,-66.44004
FDX28,37.71661,-122.22139
DAAOPS2,53.42360,-6.24188
YELLOW7,46.22972,6.10200
KAL082,37.12415,123.94501
UAL83,43.16035,-73.71774
00000000,48.11799,16.56617
N688ZJ,51.27774,-0.78155
CQH8533,16.00070,108.59274
AIRPORT1,46.22893,6.10397
KAL018,36.94405,127.69643
AIC174,39.67859,65.70976
CPA831,40.37393,114.06665
CLX128,49.61763,6.20140
UAL895,47.88968,115.26733
AIC144,24.89273,75.07406
SIA52,53.36184,-2.28055
AIC126,31.24892,74.67461
SIA31,14.41544,123.12823
CES590,31.15762,121.80895
ETD278,10.18790,68.90074
VPBCB,55.97853,37.39735
AIB244TE,53.53864,9.82250
UAE409,23.80225,57.53120
ACA43,51.41734,-71.24307
CPA3123,22.30235,113.92634
UAL179,38.08159,114.72186
CRK350,22.31329,113.91108
SQB02ERA,31.52505,74.39966
BAW33,2.74665,101.71623
AFR274,37.59419,139.68202
CRK081,25.51698,113.77348
CAL5173,26.73500,123.52908
QTR914,-34.94059,138.54277
F08,41.29045,2.07016
ACA031,40.36926,115.99422
GIA088,52.24511,4.40873
FDX41,35.06113,-89.95818
P14,40.50953,-3.57926
AIC102,31.46275,71.87602
CES586,33.44862,123.36615
CES768,36.67708,120.69695
A6EOT,25.23917,55.40048
AAR201,37.34961,126.55946
LIGHT,42.69213,23.42000
FDX12,37.71889,-122.21667
CHH496,40.25029,116.81207
CSN432,40.08096,122.56787
TUG2,25.26221,55.36412
AFR393,47.51903,-0.87080
VJT726,42.95645,-73.67439
DLH778,1.95575,104.16535
CCA967,46.01665,10.05818
CCA880,44.84382,124.66943
SIA319,3.18279,101.06561
UAE415,19.46527,69.60984
JAS27,41.94246,-72.67623
TAM8063,-22.94032,-46.28031
CSN330,26.62029,113.72730
SIA325,1.39531,103.99705
AZA680,-27.32793,-50.42566
CPA879,27.71054,129.21664
AFR460,-19.05739,56.57341
DLH510,-24.65346,-52.59373
UAL198,33.42879,129.93184
KAL024,37.44293,126.47613
AAR211,37.19631,126.89359
CKK222,33.57524,130.23010
CPA807,51.08084,117.09325
FWZNF,43.62062,1.36413
DAL159,41.29202,123.92928
AZA688,-23.15704,-55.24887
CES208,48.06876,126.65382
DLH506,-23.44716,-46.70153
UAL853,40.80066,111.98218
DLH511,45.91951,5.86851
ARG1140,4.89812,-23.16002
CES582,31.14345,121.79827
DLH455,52.92101,3.16544
RYR21GH,37.78195,-0.80349
UAL123,54.21211,-16.67489
THA917,13.90370,100.81685
DAL185,33.87355,131.23431
AFR102,24.28723,108.10547
RANGER4,42.68915,23.39982
OH4,52.29919,4.75384
BAW59,-33.96711,18.59734
BAW2063,-20.26819,57.12631
CAL5235,29.62169,127.51206
CHH7962,51.81802,127.66737
CES588,56.18604,128.11191
UPS2,22.30135,113.91962
FDX1977,40.30009,-74.31558
SWR92,-21.71475,-42.53751
UAL857,32.65324,127.89234
DLH520,24.22294,-98.06599
TU014,47.45422,8.55771
DLH730,22.30691,113.92171
CCA818,52.97681,136.59607
CPA3281,22.16414,114.97871
UAE208,33.71778,48.73323
PAL101,15.02311,121.93833
CMP362,20.91852,-97.58311
MSR986,35.65695,26.57707
SWR138,21.51430,113.60258
VIR206,22.34577,114.00614
EVA068,14.27852,100.56359
BAW251,-18.43451,-56.19291
BAW15,13.77378,98.37814
BAW245,-20.29515,-50.38605
CHH7978,40.08168,116.57704
FIN81,1.44217,104.01723
CES710,38.40546,112.46406
ZEBRA7,47.45550,8.56199
AMX004,25.81911,-97.50320
SWR178,4.06629,100.65877
CCA982,58.59191,130.33852
IBE6051,-26.15415,28.24935
UAL871,32.28207,132.22069
SIA321,12.66225,98.96375
FMS,52.37068,13.52133
CPA254,22.37984,113.59129
SHT7J,51.72121,-0.53202
AIC191,59.34274,-36.84271
AIC103,66.66591,-62.57248
KLM394,51.58258,4.07120
P21,40.46719,-3.56875
ETH684,31.15316,121.81174
SVA038,26.66910,36.19600
CSN336,16.17902,117.94743
CHH498,50.36063,127.40733
UAL869,47.08135,115.20622
DAL469,45.49768,-70.22866
AEA039,5.30205,-79.61522
ACA82,32.09441,34.71520
TAM8085,-21.10581,-45.41560
ANA111,52.94168,147.74933
KLM592,52.31504,4.77390
UAL194,48.35239,11.43177
FDX5170,51.99997,18.02127
AFL2450,49.52234,4.28814
FOLLOW1,50.11013,14.26840
CCA988,45.84233,126.99083
THY1RD,45.74831,19.20645
CHH482,58.60528,130.61411
KAL020,37.15734,125.06107
SVA020,27.46736,30.68444
ANZ99,35.70232,140.45232
CPA837,34.73505,137.06555
TAM8101,-23.12567,-46.40205
SWR93,44.03199,6.32093
ROU1955,35.68469,138.04573
VHTGG,-36.92221,146.75101
AMX022,21.36603,-96.96976
AMX008,24.67967,-97.90752
BAW247,-11.51321,-38.24706
JBU894,40.68654,-74.18518
CHH7976,56.34715,128.26332
SAS940,59.65644,17.94180
JAL17,35.77446,140.39238
IBE6833,-13.95012,-52.50925
MDG058,-18.82861,47.19127
DLH507,48.96391,9.05288
AFR228,-17.84990,-48.61789
SAS97C,41.72804,2.79371
CES570,31.02292,121.83310
IBE2882,52.12981,5.91286
AMX097,39.45232,-114.98163
FDX5030,54.35884,25.22299
ELY027,45.12593,-70.58454
AMX026,23.56847,-98.29127
AIC127,72.88678,-63.34235
QTR8163,25.87052,-98.25316
AFR188,25.49973,107.89792
BOX571,51.90115,16.46744
AFR442,-19.77260,-43.45547
CCA986,44.87575,124.61142
BAW161,30.88611,121.76170
MPH8341,-24.92048,27.04259
AFR454,-17.98956,-45.33937
TOM45X,41.82071,18.66322
AIC101,59.11012,-38.92370
CLX766,-16.77496,-44.69685
CSN304,24.92346,113.74721
SAA210,5.67256,-1.17563
CES2856,51.46317,134.87395
QFA10,-27.02600,117.96480
IBE6409,21.95557,-93.63434
AAL722,53.42410,-6.24155
DAL420,5.61462,-0.16543
KAL072,37.65152,123.04594
UAL990,50.02853,0.91016
AFR406,-15.83209,-47.97479
UAL970,45.85474,3.69340
VPCWW,32.14702,-14.64040
AAR271,37.60538,137.37825
UAL955,66.91745,-100.20910
RYR3717,47.43323,19.25464
ELY006,57.09730,10.25042
UAE425,23.55020,57.88869
KAL122,35.65283,128.70409
AEA041,-22.26170,-46.53478
ELY001,45.47827,-67.95600
IBE6314,41.38871,-9.35396
AAL904,25.70349,-80.46698
SVA042,49.24118,-3.00892
UAL952,48.35396,11.79462
LAN704,25.50811,-19.14637
AIC173,54.82320,173.38591
AFR083,51.51590,-2.26667
IBE6586,40.07766,-4.07593
AAL834,27.97694,-82.53884
UAE761,-25.69455,28.76516
CSN660,46.81507,130.37022
FDX14,35.06494,-89.98022
JAL772,35.76853,140.39247
AEA075,-2.07989,-72.56969
AEA024,34.45271,-10.32978
CFG059,56.15131,-10.68096
RYR8BY,51.14886,-0.20490
AFR065,52.10718,-1.22780
IBS3932,40.49463,-3.58752
THY60,5.65343,100.01185
PAL721,33.77966,114.01291
UAE440,-26.30061,117.10832
AEA025,-10.77406,-54.89120
THY52,37.10916,124.84618
ETD76T,24.43089,54.64686
AUA82,56.72074,6.03566
ACA093,36.91502,-78.09696
AAL786,49.00570,2.56162
AFR459,43.46392,-1.75500
AEA057,-19.51762,-44.41655
THY26,31.64919,118.94370
THY72,23.06831,113.20033
T7SKA,53.29682,-2.89837
UAE231,59.01564,-39.74281
N866AB,47.10453,-9.20013
THY70,23.63601,111.30296
UAE356,-3.49374,106.11271
DLH457,53.86899,-0.29200
QTR890,31.65591,118.28387
CPA110,22.31297,113.93305
FDX108,35.06163,-89.98149
IBE6827,-18.29070,-42.98561
UAE414,-24.99435,114.01606
LPE2485,0.05876,-64.51976
GES031,40.25249,-3.45117
BAW282,55.98981,-9.06722
THY68,13.67822,100.75559
DLH481,49.17378,10.18527
VIR8E,55.78741,-7.09923
RKS32,40.03139,144.53171
EDW15J,47.84960,6.68321
MSR958,23.39571,113.28856
AAL187,58.94468,147.31442
HAL451,-29.17346,157.14760
FDX855,35.06223,-89.98365
FDX601,35.06449,-89.98334
PAPA3,40.49855,-3.58134
N152QS,45.57591,-104.48206
JBU464,40.64542,-73.77188
UAE318,35.71595,140.63557
TSC692,37.93155,23.94596
VIR44B,51.31604,-0.85530
FDX619,35.06553,-89.97462
THY800,26.66069,-48.34509
FOLOWME2,19.09189,72.87064
TAP087,-20.67543,-46.58308
ANA109,62.94347,163.39735
UAE408,-22.33294,109.86726
CPA823,64.85267,95.03512
AAL215,-10.29307,-58.78239
SWR197,51.61725,18.91690
JBU1124,40.64560,-73.77441
FDX583,35.06108,-89.97451
KV3,52.31775,4.74106
THY38R,-25.94037,28.74122
QTR740,67.82186,-52.20415
UAL972,50.94286,3.87108
BAW166,46.02928,19.37345
NAX7088,64.73579,5.69608
SIA298,-2.82498,111.89315
KLM792,44.51134,-6.03319
TJS29,46.22526,6.08957
TCX2735,53.36897,-3.58868
THY84,23.57359,109.82661
UAE221,72.62391,-42.04247
QTR1369,-28.02841,22.66971
AAL742,41.29131,2.08260
UAE219,59.04951,-32.50211
DAL106,51.54273,-0.63026
JAL69,36.66415,155.08662
ACA007,43.92870,122.91019
UAE203,59.27321,-35.54175
LAN533,-22.51917,-74.81531
THY173,41.39287,34.68484
SVA860,13.96037,119.15696
ETD474,-6.13092,106.64796
AAL720,41.79651,12.24113
KAL138,34.85966,129.25459
CSN461,55.48440,30.31737
THY54,10.86337,99.90408
DAL64,41.79809,12.24588
RYR3GB,44.55552,16.56825
KLM214,52.31480,4.76883
KLM749,51.45300,-1.32029
TSC154,50.90271,4.49518
DAL583,57.47778,144.82726
ETD424,14.06958,120.89355
QTR778,44.50105,15.83619
LNE1441,6.93384,-67.30034
N194WM,51.15909,14.44115
DAL2040,40.63955,-73.78067
UAE213,35.95427,-20.75380
IBE6456,35.84708,-15.57844
SAY9858,58.95860,45.78855
AIC160,52.43088,17.67593
CPA3273,32.89915,132.59114
FDX26,50.86795,7.14111
THY56,11.12100,99.77273
DAL110,27.69258,-80.56718
ELY002,36.97332,23.78677
QTR956,-5.59451,106.70021
QTR727,59.72754,-31.90618
QTR1373,-20.99137,19.92124
QTR756,46.76130,16.28428
QTR703,59.69189,-28.01652
QTR900,-18.58245,102.32884
BAW2278,57.25701,-13.42910
AFR483,40.05527,-34.27715
QTR870,31.16533,121.29903
TAM8113,-18.05502,-50.30201
BAW190,51.34406,-1.37797
CSN3074,21.06363,114.05656
CAL5321,31.13988,129.74251
AAL996,23.20981,-90.71996
BAW92W,51.46795,-0.47350
VIR86Z,56.44006,-5.05962
THY166,20.92765,102.66627
TSC652,49.52576,-3.54695
ETH604,41.60354,104.89384
FDX82,35.06664,-89.98382
ANA115,41.68730,141.81287
TSC408,50.83318,-0.06096
KAL054,37.11684,127.19988
RYR6CE,42.00027,0.36573
SUR8901,45.45464,-73.76215
DAL589,49.59947,132.94231
OAE702,48.46014,19.90138
AIC171,51.46536,-0.22362
LAN507,-33.39760,-70.78769
AZA62J,50.08993,-27.41917
CLX779,50.96255,2.77435
ACA091,39.24554,-77.09083
CBJ462,11.84216,121.44036
AFR099,49.00264,2.58989
DAL414,39.27196,15.73356
KLM771,51.18402,-1.74601
SVA822,-1.47785,105.43290
UAE332,13.86543,119.96744
KAL504,43.38280,116.68000
JAL1,36.77622,156.20705
EDW11,52.36689,-1.43748
QTR930,13.89794,111.76999
JBU1415,37.61392,-122.38952
QTR806,37.49730,129.17741
TCX2719,58.80278,-7.95914
UAE316,36.94506,130.30209
QTR962,-2.68523,108.89625
AAL56,51.46517,-0.34218
UAE216,74.84863,3.74640
AAL984,25.68210,-80.20483
N151QS,42.73114,-1.69115
KLM676,52.31430,4.77531
QTR946,1.10829,103.97284
AAL912,22.73970,-79.00299
KLM751,46.19024,-28.86013
N805TM,23.67102,120.40083
CAR12,-31.94843,115.95973
SIA328,38.98661,43.99475
QTR932,14.10242,117.82880
OMA844,23.60579,58.27763
XAX215,2.35280,101.94787
THY2,43.81650,19.42115
DAL146,25.53671,-79.68089
TAP075,-15.07040,-41.88292
AAL2491,25.79786,-80.27469
CFG115,47.96754,-8.99712
QTR730,60.60159,1.24723
BAW8,72.22678,30.73456
AFL107,74.76659,6.94168
QTR1363,-23.92138,29.06516
GTI8086,22.30432,113.91739
AAL907,-32.90506,-64.80313
KLM604,62.30281,-21.31633
AAL263,68.76575,179.63457
AAL78,57.37298,-10.90588
UAE226,79.51797,22.92633
THA476,10.35818,107.57375
DLH483,51.07162,0.62241
PAL210,14.32454,121.34693
DAL444,41.79702,12.23740
EJA538,34.42278,-119.83590
AAL900,25.80167,-80.27701
THT7,-17.55782,-149.61066
AAL962,27.37653,-83.69876
JAL783,35.75981,140.39275
AAL929,-23.44785,-46.52018
ACA844,50.84244,7.45088
AAL997,-21.55042,-73.43319
QTR858,37.55011,123.17537
AAL734,53.35614,-2.27666
AAR795,55.38865,38.10799
DAL39,53.15339,136.80701
FWI543,48.39985,1.73251
VIR78,53.46031,-4.39405
AAL940,20.03970,-89.29594
SWR65,48.56804,0.98356
AAL46,51.63304,-0.20004
PIA782,57.14548,29.55142
DLH493,53.71477,0.69585
ROU1934,53.55011,-2.91616
UAE772,-23.32248,24.28777
FWI585,45.89031,-9.30343
QFA127,17.31073,116.78557
ETD170,78.71503,-32.94531
BAW36,46.18513,23.59019
KAL529,56.18660,42.26174
AAL423,33.94106,-118.40482
AAL728,51.47157,-0.46332
VIR16B,51.16030,-0.18196
ETD93R,73.71246,-14.96906
